"","Date","Color","Breed","Sex","State","Name","DateCreated","Year","Month","Day","Wday"
"2303",2014-07-15,"Black","Rottie X","M/N","Matched","Tiger",2014-07-15,"2014","7",15,"Tues"
"2304",2014-07-15,"Orange & White","Tabby","M","Lost","No Name",2014-07-15,"2014","7",15,"Tues"
"2305",2014-07-15,"Black","Yorkshire Terrier","M","Lost","Rusesel",2014-07-15,"2014","7",15,"Tues"
"2306",2014-07-15,"Tri Colour","Miniature Pinscher","M","Matched","Raisin",2014-07-15,"2014","7",15,"Tues"
"2307",2014-07-13,"Golden","Yorkie X","","Lost","Toby",2014-07-16,"2014","7",13,"Sun"
"2308",2014-07-16,"Golden","Labrador","F","Matched","Lexy",2014-07-16,"2014","7",16,"Wed"
"2309",2014-07-17,"Brown","Husky X","M/N","Matched","Arky (aka Arkajalka)",2014-07-17,"2014","7",17,"Thurs"
"2310",2014-07-16,"","Black Cat","M","Lost","Henry",2014-07-17,"2014","7",16,"Wed"
"2311",2014-07-16,"Brown","Chihuahua","","Matched","Romy",2014-07-17,"2014","7",16,"Wed"
"2312",2014-07-18,"Brown","Pomeranian","M","Matched","Chubby",2014-07-18,"2014","7",18,"Fri"
"2313",2014-07-18,"Cream","Pomeranian","M","Matched","Chubby",2014-07-18,"2014","7",18,"Fri"
"2314",2014-07-18,"Brown","Labrador","M/N","Lost","Bruno",2014-07-18,"2014","7",18,"Fri"
"2315",2014-07-18,"Grey","Wheaten Terrier","F","Lost","Sophie",2014-07-18,"2014","7",18,"Fri"
"2316",2014-07-18,"Black","Black Cat","F","Lost","Buddug",2014-07-19,"2014","7",18,"Fri"
"2317",2014-07-19,"Apricot","Toy Poodle","M","Matched","Porky",2014-07-19,"2014","7",19,"Sat"
"2318",2014-07-19,"White","Border Collie","M","Lost","Ike",2014-07-19,"2014","7",19,"Sat"
"2319",2014-07-19,"Orange","Tabby","M","Matched","Pippen",2014-07-19,"2014","7",19,"Sat"
"2320",2014-07-20,"Grey","Tomcat","M/N","Matched","Tito",2014-07-20,"2014","7",20,"Sun"
"2321",2014-07-20,"Black","Cat W Kinked Tail","M","Lost","Fly",2014-07-20,"2014","7",20,"Sun"
"2322",2014-07-20,"White","Pit Bull","M","Lost","Forte",2014-07-20,"2014","7",20,"Sun"
"2323",2014-07-21,"Grey","Cat","X","Lost","No Name",2014-07-21,"2014","7",21,"Mon"
"2324",2014-07-21,"Black","Japanese Chin","M","Lost","Bobbaloui",2014-07-21,"2014","7",21,"Mon"
"2325",2014-07-21,"Black","Cat","","Lost","Casino",2014-07-21,"2014","7",21,"Mon"
"2326",2014-07-22,"Grey","Dsh","","Lost","Perry",2014-07-22,"2014","7",22,"Tues"
"2327",2014-07-22,"White","Shih Tzu","F","Matched","Bella",2014-07-22,"2014","7",22,"Tues"
"2328",2014-07-22,"Black","Labrador","M","Lost","Farley",2014-07-22,"2014","7",22,"Tues"
"2329",2014-07-23,"White","Japanese Chin","M","Lost","Snuffles",2014-07-23,"2014","7",23,"Wed"
"2330",2014-07-23,"Tan","Terrier X","F","Matched","Tallulah",2014-07-23,"2014","7",23,"Wed"
"2331",2014-07-23,"Black","Dsh","M","Lost","Bruno",2014-07-23,"2014","7",23,"Wed"
"2332",2014-07-23,"Grey","Tabby","M","Lost","Gidash",2014-07-23,"2014","7",23,"Wed"
"2333",2014-07-23,"Grey","Tabby","F","Lost","Jesse",2014-07-23,"2014","7",23,"Wed"
"2334",2014-07-23,"Brown","Vizsla","F","Matched","Jazzy",2014-07-23,"2014","7",23,"Wed"
"2335",2014-07-23,"Pearl Grey, White Spots, Yello","Cockatiel","F","Lost","Latisha",2014-07-23,"2014","7",23,"Wed"
"2336",2014-07-24,"Brown","Labrador","M","Matched","Nkosi",2014-07-24,"2014","7",24,"Thurs"
"2337",2014-07-24,"White","Pit Bull","F","Matched","Daisy",2014-07-24,"2014","7",24,"Thurs"
"2338",2014-07-26,"White","Miniature Schnauzer","F","Matched","Mui Mui",2014-07-26,"2014","7",26,"Sat"
"2339",2014-07-26,"Grey","Tabby Kitten","M","Lost","No Name",2014-07-26,"2014","7",26,"Sat"
"2340",2014-07-26,"White","Pomeranian","F","Lost","Princess",2014-07-26,"2014","7",26,"Sat"
"2341",2014-07-27,"Black","Shepherd X","F","Matched","Jade",2014-07-27,"2014","7",27,"Sun"
"2342",2014-07-27,"Black","Black Cat, White Paws","","Lost","Name Not Given",2014-07-27,"2014","7",27,"Sun"
"2343",2014-07-26,"Black","Blue Heeler","M","Lost","Porter",2014-07-27,"2014","7",26,"Sat"
"2344",2014-07-27,"Brown","Burmese Cat","F","Lost","Creature",2014-07-27,"2014","7",27,"Sun"
"2345",2014-07-27,"Brown","Cairn Terrier","","Lost","Ginger",2014-07-27,"2014","7",27,"Sun"
"2346",2014-07-28,"Black","Dachshund","M","Lost","Jake",2014-07-28,"2014","7",28,"Mon"
"2347",2014-07-28,"Black","Rhode Island (chicken)","X","Lost","Rosco & Waffles",2014-07-28,"2014","7",28,"Mon"
"2348",2014-07-28,"White","Dsh","F","Lost","Grace",2014-07-28,"2014","7",28,"Mon"
"2349",2014-07-28,"Black","Miniature Pinscher","M","Lost","Scrappy",2014-07-28,"2014","7",28,"Mon"
"2350",2014-07-28,"Tan","Pomeranian","F","Lost","Bubbaloo",2014-07-28,"2014","7",28,"Mon"
"2351",2014-07-28,"Tan","Chihuahua","F","Lost","Tika",2014-07-28,"2014","7",28,"Mon"
"2352",2014-07-28,"White","Terrier","","Matched","Rudy",2014-07-28,"2014","7",28,"Mon"
"2353",2014-07-28,"Tan","Pit Bull","M","Matched","Miklo",2014-07-28,"2014","7",28,"Mon"
"2354",2014-07-28,"Black","Dachshund","M/N","Matched","Welly",2014-07-28,"2014","7",28,"Mon"
"2355",2014-07-29,"Black","Miniature Pinscher","M/N","Lost","Scrappy (aka Scrappy Doo)",2014-07-29,"2014","7",29,"Tues"
"2356",2014-07-29,"Black","Dsh","X","Lost","No Name",2014-07-29,"2014","7",29,"Tues"
"2357",2014-07-29,"","Miniature Poodle X","F/S","Lost","Lola",2014-07-29,"2014","7",29,"Tues"
"2358",2014-07-29,"Grey","Dsh","","Lost","Bandit",2014-07-29,"2014","7",29,"Tues"
"2359",2014-07-29,"Black","Jack Russell Terrier","M","Lost","No Name",2014-07-29,"2014","7",29,"Tues"
"2360",2014-07-30,"Green Bright Orange Red Face","Lovebird","F","Matched","Angel",2014-07-30,"2014","7",30,"Wed"
"2361",2014-07-31,"","Black W White On Neck","F","Lost","Didn't Say",2014-07-31,"2014","7",31,"Thurs"
"2362",2014-07-31,"White","Toy Poodle","F/S","Lost","Bobo",2014-07-31,"2014","7",31,"Thurs"
"2363",2014-08-01,"Black","Dsh","F","Lost","Tonchi",2014-08-01,"2014","8",1,"Fri"
"2364",2014-08-01,"White","Maltese","F","Lost","Lemon",2014-08-01,"2014","8",1,"Fri"
"2365",2014-08-01,"White","Maltese","M","Matched","Charlie",2014-08-01,"2014","8",1,"Fri"
"2366",2014-08-03,"Apricot","Long-hair Tabby","M","Lost","Whalley",2014-08-02,"2014","8",3,"Sun"
"2367",2014-08-02,"Grey","Long Haired","M","Lost","Cocoa",2014-08-02,"2014","8",2,"Sat"
"2368",2014-08-02,"Black","Chihuahua","F","Lost","Teela",2014-08-02,"2014","8",2,"Sat"
"2369",2014-08-03,"Green, Black, Cream","Carpet Python Snake","M","Lost","Murmur",2014-08-03,"2014","8",3,"Sun"
"2370",2014-08-03,"Golden","Labrador","M","Matched","Farley",2014-08-03,"2014","8",3,"Sun"
"2371",2014-08-03,"Grey","Tabby","M/N","Lost","Tigger",2014-08-03,"2014","8",3,"Sun"
"2372",2014-08-03,"Black","Germ. Shepherd","F","Lost","Hailey",2014-08-03,"2014","8",3,"Sun"
"2373",2014-08-03,"White","Budgie","F","Lost","No Name Given",2014-08-03,"2014","8",3,"Sun"
"2374",2014-08-04,"Pibolt Brown/white/grey/black","Miniature Jackson","M","Lost","Russell",2014-08-04,"2014","8",4,"Mon"
"2375",2014-08-04,"Brown","Himalayan","M","Lost","Pepsi",2014-08-04,"2014","8",4,"Mon"
"2376",2014-08-05,"Black","Lab X","F/S","Matched","Cypress",2014-08-05,"2014","8",5,"Tues"
"2377",2014-08-05,"Brown","Himalayan","F","Lost","Creature",2014-08-05,"2014","8",5,"Tues"
"2378",2014-08-05,"Golden","Golden Retriever","F/S","Matched","Fiona",2014-08-05,"2014","8",5,"Tues"
"2379",2014-08-05,"White","Shih Tzu","M","Lost","Buddy",2014-08-05,"2014","8",5,"Tues"
"2380",2014-08-05,"White","Shih Tzu","F/S","Matched","Tofu",2014-08-05,"2014","8",5,"Tues"
"2381",2014-08-05,"Brown","Cocker Spaniel","F","Lost","Gina",2014-08-05,"2014","8",5,"Tues"
"2382",2014-08-01,"Cream","Small 1yr Old Cat","F","Lost","None Given",2014-08-07,"2014","8",1,"Fri"
"2383",2014-08-03,"Brown","Dachshund","M/N","Lost","Russell",2014-08-07,"2014","8",3,"Sun"
"2384",2014-08-07,"Black","Boston Terrier","F","Matched","Princess",2014-08-07,"2014","8",7,"Thurs"
"2385",2014-08-08,"Black","Dsh Cat","F","Lost","Buttons",2014-08-08,"2014","8",8,"Fri"
"2386",2014-08-08,"Brown","Burmese Cat","F","Lost","Creature",2014-08-08,"2014","8",8,"Fri"
"2387",2014-08-08,"Grey","Two Rabbits","X","Lost","No Name",2014-08-09,"2014","8",8,"Fri"
"2388",2014-08-09,"Black","Lab X","F","Lost","Cypress",2014-08-09,"2014","8",9,"Sat"
"2389",2014-08-09,"Black","Yorkshire Terrier","M","Lost","Pepsi",2014-08-09,"2014","8",9,"Sat"
"2390",2014-08-08,"Grey","Tabby","M","Lost","Buddy",2014-08-10,"2014","8",8,"Fri"
"2391",2014-08-10,"Brown","Shepherd X","M","Matched","Hank",2014-08-10,"2014","8",10,"Sun"
"2392",2014-08-10,"Black","Pit Bull","M","Matched","Duke",2014-08-10,"2014","8",10,"Sun"
"2393",2014-08-10,"Black","Tabby Grey Black Brown","M","Lost","Buddy",2014-08-10,"2014","8",10,"Sun"
"2394",2014-08-11,"Grey","Grey Cat","M","Lost","No Name",2014-08-11,"2014","8",11,"Mon"
"2395",2014-08-11,"Brown","Shih Tzu","M","Matched","Milo",2014-08-11,"2014","8",11,"Mon"
"2396",2014-08-12,"Cream","Pomeranian","F","Lost","Tinker Bell",2014-08-12,"2014","8",12,"Tues"
"2397",2014-08-12,"Black","Dusky Pionus Parrot","F","Lost","Lucky",2014-08-12,"2014","8",12,"Tues"
"2398",2014-08-12,"Grey","Tabby Short Haireds","M","Matched","Kiki",2014-08-12,"2014","8",12,"Tues"
"2399",2014-08-12,"Black","Calico","F/S","Lost","Kodiac",2014-08-12,"2014","8",12,"Tues"
"2400",2014-08-12,"Cream","Maltipoo","F","Matched","Shinovi",2014-08-12,"2014","8",12,"Tues"
"2401",2014-08-13,"White","French Poodle","F","Lost","Jolie",2014-08-13,"2014","8",13,"Wed"
"2402",2014-08-13,"White","Budgie","X","Lost","No Name",2014-08-13,"2014","8",13,"Wed"
"2403",2014-08-13,"Brown","Labrador","F","Lost","Muna",2014-08-13,"2014","8",13,"Wed"
"2404",2014-08-14,"Brown","Dachshund","M","Lost","Russell",2014-08-14,"2014","8",14,"Thurs"
"2405",2014-08-14,"Grey","Lhasa Apso","M","Matched","Kobe",2014-08-14,"2014","8",14,"Thurs"
"2406",2014-08-14,"Black","Calico","F/S","Lost","Purrberry",2014-08-14,"2014","8",14,"Thurs"
"2407",2014-08-14,"Grey","Weimaraner","M","Matched","Baxter",2014-08-14,"2014","8",14,"Thurs"
"2408",2014-08-14,"Grey","Siberian Husky","M","Lost","Askim",2014-08-14,"2014","8",14,"Thurs"
"2409",2014-08-13,"White","Dsh","F","Lost","Princess",2014-08-14,"2014","8",13,"Wed"
"2410",2014-08-14,"Brown","","M","Lost","Max",2014-08-14,"2014","8",14,"Thurs"
"2411",2014-08-15,"Black","Husky","M","Matched","Cyber",2014-08-15,"2014","8",15,"Fri"
"2412",2014-08-15,"White","Samoyed","F","Lost","Zoe",2014-08-15,"2014","8",15,"Fri"
"2413",2014-08-16,"White","Persian","F","Lost","Lilly",2014-08-16,"2014","8",16,"Sat"
"2414",2014-08-16,"Light Orange/ White Feet/tummy","Dsh","F/S","Lost","Honey Pie",2014-08-16,"2014","8",16,"Sat"
"2415",2014-08-17,"Grey","Poodle X","F","Matched","Aspen",2014-08-17,"2014","8",17,"Sun"
"2416",2014-08-16,"White","Pomeranian","M","Lost","Dudu",2014-08-17,"2014","8",16,"Sat"
"2417",2014-08-16,"Grey","Shih Tzu","M","Matched","Lucky",2014-08-18,"2014","8",16,"Sat"
"2418",2014-08-18,"Black","Lab X","","Lost","Marlie",2014-08-18,"2014","8",18,"Mon"
"2419",2014-08-18,"Black","Shih Tzu","F","Lost","Millie",2014-08-18,"2014","8",18,"Mon"
"2420",2014-08-18,"Black","","M","Lost","Precious",2014-08-18,"2014","8",18,"Mon"
"2421",2014-08-19,"Black","Lhasa Apso","F","Lost","Soso",2014-08-19,"2014","8",19,"Tues"
"2422",2014-08-19,"Black",".Unknown Breed Mix","X","Lost","No Name",2014-08-19,"2014","8",19,"Tues"
"2423",2014-08-20,"Red","Pomeranian","F","Lost","Sarah",2014-08-20,"2014","8",20,"Wed"
"2424",2014-08-21,"Grey","Staffordshire Bull Terrier","F","Matched","Isis",2014-08-21,"2014","8",21,"Thurs"
"2425",2014-08-22,"White","Brussels Griffon","F","Lost","Chanelle",2014-08-22,"2014","8",22,"Fri"
"2426",2014-08-22,"Black","Pit X","F","Lost","Kilo",2014-08-22,"2014","8",22,"Fri"
"2427",2014-08-22,"Black","Short Haired Black Cat","F","Lost","Little Snugs",2014-08-22,"2014","8",22,"Fri"
"2428",2014-08-22,"Black","Rottie X","M","Lost","Max",2014-08-22,"2014","8",22,"Fri"
"2429",2014-08-23,"Red","Golden Retriever","M","Lost","Bandit",2014-08-23,"2014","8",23,"Sat"
"2430",2014-08-23,"Yellow","Budgy","F","Lost","Tweety",2014-08-23,"2014","8",23,"Sat"
"2431",2014-08-23,"Black","Miniature Pinscher","F","Lost","Rolo",2014-08-23,"2014","8",23,"Sat"
"2432",2014-08-23,"Black","Dsh","F","Lost","Zuzu",2014-08-23,"2014","8",23,"Sat"
"2433",2014-08-23,"White","Pit Bull","M","Lost","Forte",2014-08-23,"2014","8",23,"Sat"
"2434",2014-08-23,"Grey","Schnauzer","F","Matched","Kilo",2014-08-23,"2014","8",23,"Sat"
"2435",2014-08-23,"Grey","Pit X","F","Lost","No Name",2014-08-23,"2014","8",23,"Sat"
"2436",2014-08-25,"White","Blue Heeler","F","Lost","Puck",2014-08-25,"2014","8",25,"Mon"
"2437",2014-08-25,"Brown","Papillon","M","Matched","Kilo",2014-08-25,"2014","8",25,"Mon"
"2438",2014-08-25,"Black","French Bulldog","F","Matched","Vivian/ Vivi",2014-08-25,"2014","8",25,"Mon"
"2439",2014-08-25,"Grey","Dsh","M","Lost","Meggie",2014-08-25,"2014","8",25,"Mon"
"2440",2014-08-25,"","Tabby","M","Lost","Tommy",2014-08-25,"2014","8",25,"Mon"
"2441",2014-08-25,"Black","Short Hair","M","Lost","Charlie",2014-08-25,"2014","8",25,"Mon"
"2442",2014-08-26,"Red","Husky","M","Lost","Kyle",2014-08-26,"2014","8",26,"Tues"
"2443",2014-08-26,"Grey","Dsh","","Lost","Coco",2014-08-26,"2014","8",26,"Tues"
"2444",2014-08-26,"White","Maltese","F","Lost","No Name",2014-08-26,"2014","8",26,"Tues"
"2445",2014-08-26,"Black","American Short Haired","M","Lost","Pharoah",2014-08-26,"2014","8",26,"Tues"
"2446",2014-08-26,"Golden","Golden Retriever","M","Matched","Bandit",2014-08-26,"2014","8",26,"Tues"
"2447",2014-08-26,"Tan","Pit Bull","F","Lost","No Name",2014-08-26,"2014","8",26,"Tues"
"2448",2014-08-27,"Orange","Dsh","F","Lost","Kit",2014-08-27,"2014","8",27,"Wed"
"2449",2014-08-27,"Black","Cat","M","Lost","No Name",2014-08-27,"2014","8",27,"Wed"
"2450",2014-08-28,"Black","Short Haired Tortoiseshell","F","Lost","Harriot",2014-08-28,"2014","8",28,"Thurs"
"2451",2014-08-29,"Tan","Germ. Shepherd","F","Matched","No Name",2014-08-29,"2014","8",29,"Fri"
"2452",2014-08-30,"Blue","Parrolet","M","Matched","Finch",2014-08-30,"2014","8",30,"Sat"
"2453",2014-08-31,"White","Tabby","M/N","Lost","Shin-dian.",2014-08-31,"2014","8",31,"Sun"
"2454",2014-09-02,"Bengal Markings","Dsh","M/N","Lost","No Name",2014-09-02,"2014","9",2,"Tues"
"2455",2014-09-02,"White","Jack Russell Terrier","F/S","Lost","M.J",2014-09-02,"2014","9",2,"Tues"
"2456",2014-09-02,"Brown","Germ. Shepherd","F/S","Lost","Teko",2014-09-02,"2014","9",2,"Tues"
"2457",2014-09-02,"Orange/white/grey","Calico","F","Lost","Sasha",2014-09-02,"2014","9",2,"Tues"
"2458",2014-09-02,"Black","Dsh","F","Lost","Bramble",2014-09-02,"2014","9",2,"Tues"
"2459",2014-09-02,"Golden","Golden Retriever","F/S","Matched","Butterscotch",2014-09-02,"2014","9",2,"Tues"
"2460",2014-09-02,"White","Shih Tzu","M","Lost","Milo",2014-09-02,"2014","9",2,"Tues"
"2461",2014-09-03,"Dark Stripes","Tabby","","Lost","No Name",2014-09-03,"2014","9",3,"Wed"
"2462",2014-09-03,"Golden","Germ. Shepherd","F","Matched","Keira",2014-09-03,"2014","9",3,"Wed"
"2463",2014-09-03,"Tan","Tabby","M","Lost","Steve",2014-09-03,"2014","9",3,"Wed"
"2464",2014-09-04,"Brown","Pit Bull","F","Lost","Stevie",2014-09-04,"2014","9",4,"Thurs"
"2465",2014-09-04,"Black","Dsh Black","M","Lost","Sparky",2014-09-04,"2014","9",4,"Thurs"
"2466",2014-09-04,"Golden","Pit X","M","Lost","Louie",2014-09-04,"2014","9",4,"Thurs"
"2467",2014-09-05,"Brown","Pit X","F","Lost","Sadie",2014-09-05,"2014","9",5,"Fri"
"2468",2014-09-05,"White","Poodle X","F","Matched","Jessie",2014-09-05,"2014","9",5,"Fri"
"2469",2014-09-05,"Black","Foxhound","M/N","Lost","Fergus",2014-09-05,"2014","9",5,"Fri"
"2470",2014-09-07,"White","Poodle X","F","Lost","Bella",2014-09-07,"2014","9",7,"Sun"
"2471",2014-09-08,"Cream","Shiba Inu","M","Lost","Ted",2014-09-08,"2014","9",8,"Mon"
"2472",2014-09-08,"Black","Tabby","M","Lost","Starsky",2014-09-08,"2014","9",8,"Mon"
"2473",2014-09-08,"Black","Toy Poodle","M","Lost","No Name",2014-09-08,"2014","9",8,"Mon"
"2474",2014-09-09,"Tan","Pit Bull","M","Matched","Gucci",2014-09-09,"2014","9",9,"Tues"
"2475",2014-09-09,"Tan","Manchester Terrier","M","Lost","Eros",2014-09-09,"2014","9",9,"Tues"
"2476",2014-09-10,"Black","Beagle","M","Lost","Bentley, Licensed Dog",2014-09-10,"2014","9",10,"Wed"
"2477",2014-09-05,"Apricot","Marmalade & White Cat","M/N","Lost","Diesel",2014-09-10,"2014","9",5,"Fri"
"2478",2014-09-11,"Tan","Amer. Pit Bull","M","Lost","Chaos",2014-09-11,"2014","9",11,"Thurs"
"2479",2014-09-11,"Black","Pug X","F","Matched","Pepper",2014-09-11,"2014","9",11,"Thurs"
"2480",2014-09-12,"Red","Chihuahua","F/S","Lost","Kiedis",2014-09-12,"2014","9",12,"Fri"
"2481",2014-09-11,"Brown","Germ. Shepherd","F","Matched","Sasha",2014-09-12,"2014","9",11,"Thurs"
"2482",2014-09-12,"Red","Staffordshire Bull Terrier","M/N","Lost","Bandit",2014-09-12,"2014","9",12,"Fri"
"2483",2014-09-13,"White","Poodle X","M","Matched","Tang",2014-09-13,"2014","9",13,"Sat"
"2484",2014-09-11,"Apricot","Orange Cat","M","Lost","Oliver",2014-09-13,"2014","9",11,"Thurs"
"2485",2014-09-13,"White","Shih Tzu","M","Lost","Spencer",2014-09-13,"2014","9",13,"Sat"
"2486",2014-09-14,"Black","Puli","M","Matched","Duda",2014-09-14,"2014","9",14,"Sun"
"2487",2014-09-15,"Golden","Golden Retriever","M","Lost","Sherman",2014-09-15,"2014","9",15,"Mon"
"2488",2014-09-15,"Tan","Amer. Staffordshire","M/N","Lost","Gus",2014-09-15,"2014","9",15,"Mon"
"2489",2014-09-15,"Wheaton","Chihuahua","F","Matched","Princess",2014-09-15,"2014","9",15,"Mon"
"2490",2014-09-15,"","Parakeet","M","Lost","Phoenix",2014-09-15,"2014","9",15,"Mon"
"2491",2014-09-16,"Cream","Wheaten Terrier","F/S","Lost","Crosby",2014-09-16,"2014","9",16,"Tues"
"2492",2014-09-16,"Black","Dsh","F","Lost","Georgina",2014-09-16,"2014","9",16,"Tues"
"2493",2014-09-16,"Tan","Chihuahua","F","Lost","Missy",2014-09-16,"2014","9",16,"Tues"
"2494",2014-09-16,"Grey","Cairn Terrier","F","Lost","Coco",2014-09-16,"2014","9",16,"Tues"
"2495",2014-09-17,"White","Shih Tzu","M","Lost","Frank",2014-09-17,"2014","9",17,"Wed"
"2496",2014-09-17,"Grey","Cocker Spaniel","F","Lost","Tegan",2014-09-17,"2014","9",17,"Wed"
"2497",2014-09-18,"White","White Cat","F/S","Lost","Yetta",2014-09-18,"2014","9",18,"Thurs"
"2498",2014-09-18,"Grey","Cockatiel","M","Lost","Max",2014-09-18,"2014","9",18,"Thurs"
"2499",2014-09-18,"Black",".Unknown Breed Mix","F","Matched","Stella",2014-09-18,"2014","9",18,"Thurs"
"2500",2014-09-19,"Grey","Chihuahua","M","Lost","Smokey",2014-09-19,"2014","9",19,"Fri"
"2501",2014-09-19,"White","Shih Tzu","M","Matched","Spencer",2014-09-19,"2014","9",19,"Fri"
"2502",2014-09-19,"White","Siamese","","Lost","Cozmo",2014-09-19,"2014","9",19,"Fri"
"2503",2014-09-20,"Black","Pointer","F","Lost","Lily",2014-09-20,"2014","9",20,"Sat"
"2504",2014-09-20,"Brown","Himlayan Cat","M","Lost","Cappie",2014-09-20,"2014","9",20,"Sat"
"2505",2014-09-20,"Black","Shepherd","F","Lost","Skeeter",2014-09-20,"2014","9",20,"Sat"
"2506",2014-09-21,"White","Dsh","F","Lost","Lulu",2014-09-21,"2014","9",21,"Sun"
"2507",2014-09-22,"Brown","Germ. S/haired Pointer","F","Lost","Daisy",2014-09-22,"2014","9",22,"Mon"
"2508",2014-09-23,"Black","Dsh","F/S","Lost","Tuppence",2014-09-23,"2014","9",23,"Tues"
"2509",2014-09-24,"Brown","Husky","M","Matched","Joey",2014-09-24,"2014","9",24,"Wed"
"2510",2014-09-24,"Tan","Lab X","F/S","Matched","Lemon",2014-09-24,"2014","9",24,"Wed"
"2511",2014-09-24,"Grey","Tabby Cat","F","Lost","Petey",2014-09-24,"2014","9",24,"Wed"
"2512",2014-09-20,"Apricot","Orange & White Cat","F/S","Lost","No Name",2014-09-24,"2014","9",20,"Sat"
"2513",2014-09-24,"White","Havanese","F","Lost","Roxy And Brandy",2014-09-24,"2014","9",24,"Wed"
"2514",2014-09-25,"Black","Dsh","M/N","Lost","Black Sabbath",2014-09-25,"2014","9",25,"Thurs"
"2515",2014-09-25,"White","Husky","","Lost","Bobby",2014-09-25,"2014","9",25,"Thurs"
"2516",2014-09-25,"White","Husky X","M","Lost","Chase, Has A Delta Dog License",2014-09-25,"2014","9",25,"Thurs"
"2517",2014-09-25,"Brown","Labrador","M","Lost","Havoc",2014-09-25,"2014","9",25,"Thurs"
"2518",2014-09-25,"Brown","Greyhound","M","Lost","Jackson",2014-09-25,"2014","9",25,"Thurs"
"2519",2014-09-26,"Grey","Miniature Schnauzer","M/N","Lost","Herbie",2014-09-26,"2014","9",26,"Fri"
"2520",2014-09-26,"Red","Shiba Inu","M","Lost","Ichiro",2014-09-26,"2014","9",26,"Fri"
"2521",2014-09-26,"Brown","Chihuahua","F/S","Matched","Stella",2014-09-26,"2014","9",26,"Fri"
"2522",2014-09-26,"Wheaton","Chihuahua","","Lost","No Name",2014-09-26,"2014","9",26,"Fri"
"2523",2014-09-27,"Brown","Chihuahua","F","Lost","Zaya Or Zea",2014-09-27,"2014","9",27,"Sat"
"2524",2014-09-28,"White","Labrador","M","Lost","Jase",2014-09-28,"2014","9",28,"Sun"
"2525",2014-09-28,"Black","Labrador","F","Lost","Mazie",2014-09-29,"2014","9",28,"Sun"
"2526",2014-09-29,"Grey","Border Collie","F/S","Lost","Misty",2014-09-29,"2014","9",29,"Mon"
"2527",2014-09-29,"Tan","Pit Bull","F","Matched","Gigi",2014-09-29,"2014","9",29,"Mon"
"2528",2014-09-29,"Grey","Coonhound","F","Lost","Copee",2014-09-29,"2014","9",29,"Mon"
"2529",2014-10-01,"Black","Germ. Shepherd","F/S","Lost","Sasha",2014-10-01,"2014","10",1,"Wed"
"2530",2014-09-29,"White","Tabbyx, White W Tabby Tail","F","Lost","No Name",2014-10-01,"2014","9",29,"Mon"
"2531",2014-10-01,"Black","Lab X","F","Matched","Speath",2014-10-01,"2014","10",1,"Wed"
"2532",2014-10-01,"Golden","Yorkshire Terrier","F","Matched","Boci",2014-10-01,"2014","10",1,"Wed"
"2533",2014-10-01,"White","Chihuahua","F","Lost","Nicky",2014-10-01,"2014","10",1,"Wed"
"2534",2014-10-03,"Brown","Saint Bernard","M","Matched","Tzo",2014-10-03,"2014","10",3,"Fri"
"2535",2014-10-03,"Black","Pug","","Lost","Need To Call Her For This Info",2014-10-03,"2014","10",3,"Fri"
"2536",2014-10-03,"White","Bichon Frise","M","Matched","Toto",2014-10-03,"2014","10",3,"Fri"
"2537",2014-10-04,"Red","Canadian Eskimo/louisana Cata","","Lost","No Name",2014-10-04,"2014","10",4,"Sat"
"2538",2014-10-04,"White","Papillon","M","Matched","Cody",2014-10-04,"2014","10",4,"Sat"
"2539",2014-10-04,"Black","Goldendoodle","F","Matched","Ava",2014-10-04,"2014","10",4,"Sat"
"2540",2014-10-05,"Black","Lab X","F","Lost","Bria",2014-10-05,"2014","10",5,"Sun"
